축제명,축제유형,개최기간,개최장소,개최방식,담당자,연락처
제49회 의령 홍의장군축제,전통역사,04.18.~04.21.,의령읍 서동생활공원일원,대면,정기혁,055-570-2502
2024 의령 신번문화축제,전통역사,9월 중,부림면 일원,대면,곽준혁,055-570-2505
2024 의령 리치리치 페스티벌,문화예술,10월 중,의령읍 일원,대면,박민혜,055-570-2512
2024 토요애 의령 농축산물 축제,특산물,10월 중,의령읍 서동생활공원일원,대면,배수현,055-570-4112
제3회 의령가례밭미나리축제,특산물,3월 중,가례면 일원,대면,강민정,055-570-4252
제21 의령토요애수박축제,특산물,4월 중,의령읍 서동생활공원일원,대면,강민정,055-570-4252
2024 청소년과 함께하는 세대공감 어울림 축제,문화예술,10월 중,의령읍 서동생활공원일원,대면,김세빈,055-570-2282
제36회 아라가야문화제,전통역사,9월 중,"함안박물관, 말이산고분군 일원",대면,정진욱,055-580-2303
제5회 대한민국 & 제30회 함안수박축제,특산물,04.26.~04.28.,함주공원 다목적잔디구장 일원,혼합형,이운학,055-580-4512
제12회 강주해바라기 축제,생태자연,6~7월 중,강주마을 일원,대면,윤세나,055-580-4404
제2회 청보리.작약 축제,생태자연,10.11.~10.13.,강나루생태공원,대면,김미화,055-580-2583
제13회 함안곶감축제,특산물,01.12.~01.14.,함안체육관,대면,허율희,055-580-4554
제19회 창녕낙동강유채축제,생태자연,04.11.~04.14.,남지체육공원 일원,대면,신영훈,055-530-1523
제29회 부곡온천축제,생태자연,03.29.~03.31.,부곡온천 관광특구 일원,대면,김리호,055-530-1593
제63회 3.1민속문화제,전통역사,02.29.~03.03.,영산면 일원,대면,박경민,055-530-1464
제38회 비사벌문화제,문화예술,10월 중,창녕읍 일원,대면,박경민,055-530-1464
2024 기월 안뜰 경관농업지구 봄꽃 축제,생태자연,4월 중,"고성읍
기월 안뜰
(읍사무소 뒤편)",대면,강재영,055-670-4264
2024 기월 안뜰 경관농업지구 가을꽃 축제,생태자연,10월 중,"고성읍
기월 안뜰
(읍사무소 뒤편)",대면,강재영,055-670-4264
제11회 엄홍길대장과 함께하는 거류산 등산축제,생태자연,10월 중,엄홍길전시관 및 거류산,대면,문지은,055-670-2664
제46회 소가야문화제,전통역사,9월 중,송학동 고분군 및 고성군종합운동장 일원,대면,김영인,055-670-2204
당항포대첩 축제,전통역사,5월 중,당항포관광지,대면,허광도,055-670-2804
촌스런 축제,기타,7~8월 중,영동둔치공원,대면,김영주,055-670-5304
소가야 차문화 축제,문화예술,미정,고성읍 송학동 고분군,대면,허광도,055-670-2234
고성 보리수 축제,생태자연,미정,상리면 보리수농장,대면,허광도,055-670-2804
고성크리스마스 트리문화 축제,문화예술,미정,고성읍 동외광장,대면,허광도,055-670-2804
고성 독수리 생태 축제,생태자연,미정,고성읍 기월리 일원,대면,허광도,055-670-2804
만화방초 수국축제,생태자연,미정,거류면 만화방초,대면,허광도,055-670-2804
고성 송학 축제,기타,미정,고성읍 송학동 고분군,대면,허광도,055-670-2804
오두산 숲멍 축제,생태자연,미정,상리면 오두산치유숲,대면,허광도,055-670-2804
제8회 고성 가리비 수산물 축제,특산물,10월 중,남포항,대면,김동욱,055-670-2453
제2회 고성갯벌 축제,생태자연,9월 중,남포항,대면,김동욱,055-670-2453
"남해대교 문화행사 ""노량의 봄""",생태자연,03.29.~03.30.,남해대교 일원,대면,윤성찬,055-860-8603
제6회 창선고사리축제,특산물,04.26.~04.27.,창선생활체육공원 일원,대면,박다해,055-860-8604
제2회 마이페스트,전통역사,05.03.~05.04.,독일마을 일원,대면,윤성찬,055-860-8603
제18회 보물섬 멸치축제,특산물,05.11.~05.12.,미조면 미조항,대면,곽슬기,055-860-8988
제19회 남해 마늘한우 축제,특산물,06.13.~06.16.,남해유배문학관 일원,대면,윤정인,055-860-3908
제12회 독일마을맥주축제,전통역사,10.04.~10.06.,독일마을 일원,대면,박다해,055-860-8603
상주 해돋이&물메기 축제,생태자연,12.31.~01.01.,상주은모래비치 일원,대면,박다해,055-860-8604
제27회 하동야생차문화축제,특산물,05.11.~05.14.,화개면 일원,대면,오해라,055-880-6583
가칭 '하동을 먹다'(음식축제),특산물,미정,하동군,대면,최지안,055-880-6584
제8회 하동섬진강문화재첩축제,특산물,6월 중,하동송림 및 섬진강변 일원,대면,윤선영,055-880-2450
제39회 산청황매산철쭉제,생태자연,4~5월 중,황매산 일원,대면,홍혜진,055-970-7202
ON산청 빛나는 여름밤 페스티벌,기타,7~8월 중,산청읍 조산공원 일원,대면,홍혜진,055-970-7202
생초꽃잔디축제,생태자연,4월 중,생초국제조각공원,대면,황경미,055-970-7203
제17회 지리산산청곶감축제,특산물,01.11.~01.14.,산청곶감유통센터 일원,대면,송정훈,055-970-6932
제24회 산청한방약초축제,특산물,09.27.~10.06.,산청 동의보감촌 일원,대면,김민창,055-970-6603
제48회 남명선비문화축제,문화예술,10.18.~10.19.,시천면 한국선비문화연구원,대면,염철옥,055-970-6403
제63회 천령문화제, 전통역사,05.09.~05.13.,함양상림공원 일원,대면,김양수,055-960-4512
제21회 함양연암문화제,전통역사,8월 중,안의면 오리숲 일원,대면,김양수,055-960-4512
제19회 함양산삼축제,특산물,10월 중,함양상림공원 일원,대면,김순임,055-960-6442
2024 거창한마당대축제,기타,09.26.~09.28.,거창스포츠파크 및 거창읍 일원,대면,배주연,055-940-8458
제34회 거창국제연극제,문화예술,07.26~08.09.,"수승대관광지, 거창관내일원",대면,이경애,055-940-8455
제4회 감악산 꽃&별 여행,생태자연,09.27.~10.13.,거창별바람언덕,대면,차봉섭,055-940-8227
제5회 거창 아리미아 꽃 축제,생태자연,5월 중,거창군 창포원,대면,권미조,055-940-8122
제5회 거창韓 거창산양삼축제, 특산물,5월 중,미정,대면,한창환,055-940-3391
제28회 황매산철쭉제,생태자연,4~5월 중,황매산군립공원일대,대면,유미정,055-930-4752
2024 합천바캉스축제,기타,7~8월 중,정양레포츠공원 일대,대면,강민진,055-930-4666
제40회 대야문화제,기타,09.10.~09.13.,합천읍 일원,대면,김숙녀,055-930-3172
합천황토한우축제,특산물,10월 중,합천읍 군민체육공원 ,대면,이상철,055-930-3573
2024 합천기록문화축제,전통역사,10월 중,대장경테마파크,대면,이민재,055-930-4697
제3회 황매산억새축제,생태자연,10월 중,황매산군립공원,대면,유미정,055-930-4752
제17회 전농로 왕벚꽃축제,"생태자연, 기타(주민화합 등)","3.22~3.24
(예정)",삼도1동 전농로일원,대면,김효선,064)728-4531
제41회 서귀포유채꽃축제,생태자연,3.30.~3.31.(예정),가시리 유채꽃광장 일대,대면,고건혁,064-760-3942
2024년 장전리 왕벚꽃축제,기타(주민화합 등),3월~4월중(개화시기),장전리벚꽃거리,대면,현승창,064-728-8818
벚꽃길따라 행복한 동행,"문화예술, 체험",3월~5월 중,"신풍리 레포츠공원
(남산봉로 247)",대면,김나영,064-760-4214
제13회 우도소라축제,특산물,4.26.~4.28.,우도 천진항 일대,대면,오정헌,064-728-4321
거리예술제,문화예술,4~11월,제주시 일원,대면,김지원,064-728-2714
2024년 애월읍 농수축박람회,기타(주민화합 등),4~6월중(일정 조율중),장소 미정,대면,현승창,064-728-8818
제28회 한라산 청정 고사리 축제,"특산물, 전통역사",4월 중,서귀포시 남원읍 한남리 산76-7,대면,김종현,064-760-4182
제13회 가파도 청보리 축제,생태자연,4월 중,가파도 일원,대면,류명선,064-760-4083
2024년 제주마 입목 및 문화 축제,"생태자연, 전통역사",4월중,"516로 2480
(제주마방목지)",대면,김태형,064-710-7942
제21회 방선문축제,전통역사,5.4.~5.5.(예정),방선문,대면(예정),고봉준,064-728-4796
제20회 보목자리돔 축제,특산물,5~6월 중(3일),보목포구,대면,정강호,064-760-4502
수국과 공연이 꽃피는 혼인지,문화예술,5월~8월 중,"온평리 혼인지
(혼인지로 39-14)",대면,김나영,064-760-4214
2024 영천동해바라기축제,생태자연,5월중(미정),토평동2981번지 일원,대면,김혜리,064-760-4664
"한라산아래첫마을 광평리 2024 제주메밀축제 ""제주메밀의 모든 것""",특산물,6.1.~6.2.,안덕면 광평리 일대,대면,강동규,064-760-4373
제10회 대정 암반수 마농박람회,특산물,6월예정,대정하모체육공원,대면,강진영,064-760-4071
한여름밤의 예술공연,문화예술,7~8월 중,제주시 일원,대면,송지혜,064-728-2716
성산 조개바당 축제,생태자연,7월 중,"성산읍 내수면 모래갯벌
(성산읍 고성리 263번지 일원)",대면,고은희,064-760-4282
제20회 삼양검은모래축제 ,생태자연,7월 중(미정),삼양검은모래해수욕장,대면,김은미,064-728-4713
제19회 제주이호테우축제,전통역사,7월~8월 중,이호테우해수욕장,대면,김종원,064-728-4922
"제29회 표선해변하얀모래
축제",생태자연,7월말~8월초,표선해수욕장,대면,송봉현,064-760-4415
제13회 백난아가요제,문화예술,7월중,협재해수욕장,대면,김철석,064-728-7613
제22회 도두오래물축제,기타(주민화합 등),8.9.~8.11.,오래물광장,대면,강지연,064-728-4952
제15회 금능원담축제,전통역사,8월중,금능해수욕장,대면,김나현,064-728-7675
제22회 예래생태축제,생태자연,9.14.~9.15.,논짓물 일원,대면,김명숙,064-760-4845
제14회 산지천축제,문화예술,9월 중,산지천 일원,대면,문종식,064-728-4652
"제3회 화북, 포구문화제","전통역사, 문화예술",9월 중,화북포구 일원,대면,허근보,064-728-4682
제20회 쇠소깍 축제,"생태자연, 주민화합",9월 중(2일) ,하효항 일원,대면,허재원,064-760-4623
제17회 제주해녀축제,전통역사,9월중(3일),제주특별자치도일원,대면,고범석,064-710-3982
제5회 서귀포 은갈치 축제,특산물,9월중(예정),서귀포항 일원,대면,강지훈,064-710-3297
2024 제주레저힐링축제,문화예술,9월~10월 중,제주시 일원,대면,송선유,064-728-2757
제22회 대정고을 추사문화 예술제,전통역사,10월 초(예정),안성리 추사유배지 일원,대면,고나영,064-760-4012
제30회 서귀포칠십리축제,문화예술,10.18.~10.20.(예정),제주월드컵경기장 광장 및 시내 일원,대면,고건혁,064-760-3942
삼도2동 문화의 거리 행사,문화예술,10월 중,삼도2동 일원,대면,김승민,064-728-2725
아트페스타인제주,문화예술,10월 중,제주시 일원,대면,송지혜,064-728-2716
 고마로 馬문화 축제,문화예술,"10월 중
(3일)","신산공원 및
고마로 일대",대면,김명순,064-728-4442
2024 삼성혈 문화의 거리 축제,문화예술,10월중,삼성혈 문화의 거리,대면,이단비,064-728-4473
제주 성읍마을 전통민속 재현축제,전통역사,10월 중,제주 성읍마을 일원,대면,양인봉,064-710-6791
제주 성읍마을 정의현감 행차재현 및 전통 민요공연,전통역사,10월 중,제주 성읍마을 일원,대면,양인봉,064-710-6791
혼인지 축제,전통역사,10월 중,혼인지 일원,대면,양인봉,064-710-6791
제31회 덕수리 전통민속재현행사,전통역사,10월 중(2일),안덕면 덕수리 민속공연장,대면,장준혁,064-760-4313
제8회 FPC 한수위 수산물 대축제,특산물,10월중(예정),한림항 일원,대면,장기열,064-710-3246
제7회 제주광어 대축제,특산물,10월중(예정),제주어류양식수협,대면,한은지,064-710-3242
제16회 추자도 참굴비 대축제,특산물,10월중(예정),추자항 일원,대면,강지훈,064-710-3297
제19회 중문칠선녀축제,기타(주민화합 등),10월~11월 중 2일,천제연폭포 일원,대면,송지선,064-760-4824
제24회 최남단 방어 축제,특산물,11월중(예정),모슬포항 일원,대면,강지훈,064-710-3297
제2회 대정 동일 해넘이 축제,기타(주민화합),12.30.~12.31.,동일1리 일원,대면,류명선,064-760-4083
성산읍 찾아가는 문화예술콘서트,문화예술,미정,성산읍 일원,대면,구경미,064-760-4213
제6회 대정읍청소년드림페스티벌,기타(주민화합),미정,하모체육공원,대면,장윤아,064-760-4034
